============================================================
Downloading Complete Jastrow Dictionary from Sefaria
Using sequential traversal via "next" links
============================================================

Starting from: Jastrow, א
[20.7%] #6217: "Jastrow, הוּגָּן"... duplicate
[20.7%] #6217: "Jastrow, הוֹגָנָא"... OK (הוגנא)
[20.7%] #6218: "Jastrow, הוגנוס׳"... OK (הוגנוס)
[20.7%] #6219: "Jastrow, הוֹגְנִים"... OK (הוגנים)
[20.7%] #6220: "Jastrow, הוגניסיס"... OK (הוגניסיס)
[20.7%] #6221: "Jastrow, הוּגְנֵס"... OK (הוגנס)
[20.7%] #6222: "Jastrow, הוגרם"... OK (הוגרם)
[20.7%] #6223: "Jastrow, הוֹד"... OK (הוד)
[20.7%] #6224: "Jastrow, הוֹדָאָה"... OK (הודאה)
[20.7%] #6225: "Jastrow, הוֹדָאָה ²"... duplicate
[20.7%] #6225: "Jastrow, הודאה"... duplicate
[20.7%] #6225: "Jastrow, הוֹדוּ I"... OK (הודו)
[20.8%] #6226: "Jastrow, הוֹדוּ II"... duplicate
[20.8%] #6226: "Jastrow, הוֹדָיָא"... OK (הודיא)
[20.8%] #6227: "Jastrow, הודָיָה"... OK (הודיה)
[20.8%] #6228: "Jastrow, הוֹדַע"... OK (הודע)
[20.8%] #6229: "Jastrow, הוּדְרָא"... OK (הודרא)
[20.8%] #6230: "Jastrow, הוּדְרָנָא"... OK (הודרנא)
[20.8%] #6231: "Jastrow, הַוָּה"... OK (הוה)
[20.8%] #6232: "Jastrow, *הֵוָה"... duplicate
[20.8%] #6232: "Jastrow, הָוָה"... duplicate
[20.8%] #6232: "Jastrow, הֲוָהּ"... duplicate
[20.8%] #6232: "Jastrow, הוֹהֲרָא"... OK (הוהרא)
[20.8%] #6233: "Jastrow, הֲווֹ"... OK (הוו)
[20.8%] #6234: "Jastrow, הֲוָויָה"... OK (הוויה)
[20.8%] #6235: "Jastrow, הַוְויָנָא"... OK (הווינא)
[20.8%] #6236: "Jastrow, הֲוִוינָא"... duplicate
[20.8%] #6236: "Jastrow, הווכריא"... OK (הווכריא)
[20.8%] #6237: "Jastrow, הֲוָונָא"... OK (הוונא)
[20.8%] #6238: "Jastrow, הוועדה"... OK (הוועדה)
[20.8%] #6239: "Jastrow, הוותיאוס"... OK (הוותיאוס)
[20.8%] #6240: "Jastrow, הוּזְמָא"... OK (הוזמא)
[20.8%] #6241: "Jastrow, הוֹטְבָא"... OK (הוטבא)
[20.8%] #6242: "Jastrow, הוּטְלֵס"... OK (הוטלס)
[20.8%] #6243: "Jastrow, הוֹי"... OK (הוי)
[20.8%] #6244: "Jastrow, הוי"... duplicate
[20.8%] #6244: "Jastrow, הֲוֵי"... duplicate
[20.8%] #6244: "Jastrow, הֲוָיָה"... OK (הויה)
[20.8%] #6245: "Jastrow, הַוְיָנָא"... OK (הוינא)
[20.8%] #6246: "Jastrow, הוֹכֵיח"... OK (הוכיח)
[20.8%] #6247: "Jastrow, הוּל"... OK (הול)
[20.8%] #6248: "Jastrow, הוּלְיָא"... OK (הוליא)
[20.8%] #6249: "Jastrow, הוֹלָכָה"... OK (הולכה)
[20.8%] #6250: "Jastrow, הוֹלֵלָה"... OK (הוללה)
[20.8%] #6251: "Jastrow, הוּמְהוֹם"... OK (הומהום)
[20.8%] #6252: "Jastrow, הוֹמוֹנְיָא"... OK (הומוניא)
[20.8%] #6253: "Jastrow, הוּמָם"... OK (הומם)
[20.8%] #6254: "Jastrow, הוּמַנְיָא"... OK (הומניא)
[20.8%] #6255: "Jastrow, הומניות"... OK (הומניות)
[20.8%] #6256: "Jastrow, הוֹמֶר"... OK (הומר)
[20.9%] #6257: "Jastrow, הוֹן I"... OK (הון)
[20.9%] #6258: "Jastrow, הוֹן II"... duplicate
  [Saved progress: 6257 entries]
[20.9%] #6258: "Jastrow, הַוָּן"... duplicate
[20.9%] #6258: "Jastrow, הוּנָא"... OK (הונא)
[20.9%] #6259: "Jastrow, הוֹנָאָה"... OK (הונאה)
[20.9%] #6260: "Jastrow, הונגטוס"... OK (הונגטוס)
[20.9%] #6261: "Jastrow, הוּנְגְּרָאָה"... OK (הונגראה)
[20.9%] #6262: "Jastrow, הונדקס"... OK (הונדקס)
[20.9%] #6263: "Jastrow, הוֹנָיָיה"... OK (הונייה)
[20.9%] #6264: "Jastrow, הוּנְיָיקִי"... OK (הונייקי)
[20.9%] #6265: "Jastrow, הונים"... OK (הונים)
[20.9%] #6266: "Jastrow, הוּפְיָא"... OK (הופיא)
[20.9%] #6267: "Jastrow, הוּפְכָא"... OK (הופכא)
[20.9%] #6268: "Jastrow, הוֹפָעָה"... OK (הופעה)
[20.9%] #6269: "Jastrow, הוֹפָעוּתָא"... OK (הופעותא)
[20.9%] #6270: "Jastrow, הופעיות"... OK (הופעיות)
[20.9%] #6271: "Jastrow, הופקנה"... OK (הופקנה)
[20.9%] #6272: "Jastrow, הוּץ I"... OK (הוץ)
[20.9%] #6273: "Jastrow, הוּץ II"... duplicate
[20.9%] #6273: "Jastrow, הוּצָא I"... OK (הוצא)
[20.9%] #6274: "Jastrow, הוּצָא II"... duplicate
[20.9%] #6274: "Jastrow, הוֹצָאָה"... OK (הוצאה)
[20.9%] #6275: "Jastrow, הוּצָל"... OK (הוצל)
[20.9%] #6276: "Jastrow, הוֹצֶן"... OK (הוצן)
[20.9%] #6277: "Jastrow, הוֹקָעָה"... OK (הוקעה)
[20.9%] #6278: "Jastrow, הוֹר"... OK (הור)
[20.9%] #6279: "Jastrow, הוֹרָאָה"... OK (הוראה)
[20.9%] #6280: "Jastrow, הוּרְדָּא"... OK (הורדא)
[20.9%] #6281: "Jastrow, הוֹרָדָה"... OK (הורדה)
[20.9%] #6282: "Jastrow, הוֹרְדוֹס"... OK (הורדוס)
[20.9%] #6283: "Jastrow, הוֹרָה I"... OK (הורה)
[20.9%] #6284: "Jastrow, הוֹרָה II"... duplicate
[20.9%] #6284: "Jastrow, הוֹרָיָה"... OK (הוריה)
[20.9%] #6285: "Jastrow, הורכיינוס"... OK (הורכיינוס)
[20.9%] #6286: "Jastrow, הוֹרְכִּינוֹס"... OK (הורכינוס)
[21.0%] #6287: "Jastrow, הוֹרְמִיז"... OK (הורמיז)
[21.0%] #6288: "Jastrow, הוֹרְמִין"... OK (הורמין)
[21.0%] #6289: "Jastrow, הוּרְמִינִי"... OK (הורמיני)
[21.0%] #6290: "Jastrow, הוֹרְקְנוֹס"... OK (הורקנוס)
[21.0%] #6291: "Jastrow, הוֹרָת"... OK (הורת)
[21.0%] #6292: "Jastrow, הוֹשָׁטָה"... OK (הושטה)
[21.0%] #6293: "Jastrow, הוֹשֶׁן"... OK (הושן)
[21.0%] #6294: "Jastrow, הוֹשָׁעָה"... OK (הושעה)
[21.0%] #6295: "Jastrow, הוֹשַׁעְיָא"... OK (הושעיא)
[21.0%] #6296: "Jastrow, הוֹשַׁעְנָא"... OK (הושענא)
[21.0%] #6297: "Jastrow, הותא"... OK (הותא)
[21.0%] #6298: "Jastrow, הַזָּאָה"... OK (הזאה)
[21.0%] #6299: "Jastrow, הֲזָדָה"... OK (הזדה)
[21.0%] #6300: "Jastrow, הזוטו"... OK (הזוטו)
[21.0%] #6301: "Jastrow, הַזָּיָה"... OK (הזיה)
[21.0%] #6302: "Jastrow, הז"יו"... OK (הזיו)
[21.0%] #6303: "Jastrow, הַזָּיָיה"... OK (הזייה)
[21.0%] #6304: "Jastrow, הֶזֵּיק"... OK (הזיק)
[21.0%] #6305: "Jastrow, הַזְכָּרָה"... OK (הזכרה)
[21.0%] #6306: "Jastrow, הִזְמָא"... OK (הזמא)
[21.0%] #6307: "Jastrow, הֲזָמָה"... OK (הזמה)
[21.0%] #6308: "Jastrow, הַזְמָנָא"... OK (הזמנא)
[21.0%] #6309: "Jastrow, הַזְמָנָה"... OK (הזמנה)
[21.0%] #6310: "Jastrow, הַזְמָנוּתָא"... OK (הזמנותא)
[21.0%] #6311: "Jastrow, *הזמת"... OK (הזמת)
[21.0%] #6312: "Jastrow, הֶזֵּק"... OK (הזק)
[21.0%] #6313: "Jastrow, *הֲזָר"... OK (הזר)
[21.0%] #6314: "Jastrow, הֶחְלֵט"... OK (החלט)
[21.0%] #6315: "Jastrow, הַחֲלָטָה"... OK (החלטה)
[21.1%] #6316: "Jastrow, החרפותא"... OK (החרפותא)
[21.1%] #6317: "Jastrow, הֲטָבָה"... OK (הטבה)
[21.1%] #6318: "Jastrow, הַטְבָּלַה"... OK (הטבלה)
[21.1%] #6319: "Jastrow, הִטּוּי"... OK (הטוי)
[21.1%] #6320: "Jastrow, הֲטוּלִים"... OK (הטולים)
[21.1%] #6321: "Jastrow, הֶטֵּחַ"... OK (הטח)
[21.1%] #6322: "Jastrow, הֲטָחָה"... OK (הטחה)
[21.1%] #6323: "Jastrow, הטיומא"... OK (הטיומא)
[21.1%] #6324: "Jastrow, הַטָּיָיה"... OK (הטייה)
[21.1%] #6325: "Jastrow, הטלים"... OK (הטלים)
[21.1%] #6326: "Jastrow, הַטְלֵיס"... OK (הטליס)
[21.1%] #6327: "Jastrow, *הֶטְלֵיס"... duplicate
[21.1%] #6327: "Jastrow, הַטְמָנָה"... OK (הטמנה)
[21.1%] #6328: "Jastrow, הַטָּפָה"... OK (הטפה)
[21.1%] #6329: "Jastrow, הֶטְרֵחַ"... OK (הטרח)
[21.1%] #6330: "Jastrow, הִטְּרִית"... OK (הטרית)
[21.1%] #6331: "Jastrow, הֶטְרֵשָׁא"... OK (הטרשא)
[21.1%] #6332: "Jastrow, ה"י"... OK (הי)
[21.1%] #6333: "Jastrow, הֵי I"... duplicate
[21.1%] #6333: "Jastrow, הֵי II"... duplicate
[21.1%] #6333: "Jastrow, הִי I"... duplicate
[21.1%] #6333: "Jastrow, הִי II"... duplicate
[21.1%] #6333: "Jastrow, הִיא"... OK (היא)
[21.1%] #6334: "Jastrow, הֵיא"... duplicate
[21.1%] #6334: "Jastrow, הֵיאַךְ"... OK (היאך)
[21.1%] #6335: "Jastrow, הֵיגֶא"... OK (היגא)
[21.1%] #6336: "Jastrow, הֵיגָא"... duplicate
[21.1%] #6336: "Jastrow, הֵיגֶה"... OK (היגה)
[21.1%] #6337: "Jastrow, היגים"... OK (היגים)
[21.1%] #6338: "Jastrow, הֵיגֵיתָא"... OK (היגיתא)
[21.1%] #6339: "Jastrow, הֶיגְמוֹן"... OK (היגמון)
[21.1%] #6340: "Jastrow, הֵיגְתָא"... OK (היגתא)
[21.1%] #6341: "Jastrow, הֵידָא"... OK (הידא)
[21.1%] #6342: "Jastrow, הִידוֹאָה"... OK (הידואה)
[21.1%] #6343: "Jastrow, הִידּוּס"... OK (הידוס)
[21.1%] #6344: "Jastrow, הִידוֹר"... OK (הידור)
[21.1%] #6345: "Jastrow, הִידּוּר"... duplicate
[21.1%] #6345: "Jastrow, הֵידִי"... OK (הידי)
  [Saved progress: 6345 entries]
[21.1%] #6346: "Jastrow, הֵידֵין"... OK (הידין)
[21.2%] #6347: "Jastrow, הַיְדֵּין"... duplicate
[21.2%] #6347: "Jastrow, הֵידֵינוּ"... OK (הידינו)
[21.2%] #6348: "Jastrow, היותאיוס"... OK (היותאיוס)
[21.2%] #6349: "Jastrow, הֶיזֵּיק"... OK (היזיק)
[21.2%] #6350: "Jastrow, הִיזְמָא"... OK (היזמא)
[21.2%] #6351: "Jastrow, הִיזְמְתָא"... OK (היזמתא)
[21.2%] #6352: "Jastrow, הֶיזֵּק"... OK (היזק)
[21.2%] #6353: "Jastrow, הֶיזֵּקָא"... OK (היזקא)
[21.2%] #6354: "Jastrow, הִיזְרָא"... OK (היזרא)
[21.2%] #6355: "Jastrow, הִיטְבָא"... OK (היטבא)
[21.2%] #6356: "Jastrow, הִיטְּנֵי"... OK (היטני)
[21.2%] #6357: "Jastrow, הִיטְּרִית"... OK (היטרית)
[21.2%] #6358: "Jastrow, הַיי"... OK (היי)
[21.2%] #6359: "Jastrow, הֵיָיא"... OK (הייא)
[21.2%] #6360: "Jastrow, הַיָיא"... duplicate
[21.2%] #6360: "Jastrow, הַיְידָּא"... OK (היידא)
[21.2%] #6361: "Jastrow, הַיְידִּי"... OK (היידי)
[21.2%] #6362: "Jastrow, הַיְידֵּין"... OK (היידין)
[21.2%] #6363: "Jastrow, הַיְידֵּינוּ"... OK (היידינו)
[21.2%] #6364: "Jastrow, הַיְידָּלוֹן"... OK (היידלון)
[21.2%] #6365: "Jastrow, הַיְידֵּן"... OK (היידן)
[21.2%] #6366: "Jastrow, הַיְידְּנוּ"... OK (היידנו)
[21.2%] #6367: "Jastrow, הַיְילֵין"... OK (היילין)
[21.2%] #6368: "Jastrow, היימים"... OK (היימים)
[21.2%] #6369: "Jastrow, הַיְינוּ"... OK (היינו)
[21.2%] #6370: "Jastrow, הֵיכ־"... OK (היכ)
[21.2%] #6371: "Jastrow, הֵיךְ"... OK (היך)
[21.2%] #6372: "Jastrow, הֵיכָא"... OK (היכא)
[21.2%] #6373: "Jastrow, הֵיכְדָא"... OK (היכדא)
[21.2%] #6374: "Jastrow, הֵיכְדֵין"... OK (היכדין)
[21.2%] #6375: "Jastrow, הֵיכִי"... OK (היכי)
[21.3%] #6376: "Jastrow, *הֵיכֵיל"... OK (היכיל)
[21.3%] #6377: "Jastrow, הֵיכִין"... OK (היכין)
[21.3%] #6378: "Jastrow, הֶיכֵּירָא"... OK (היכירא)
[21.3%] #6379: "Jastrow, הֵיכָל"... OK (היכל)
[21.3%] #6380: "Jastrow, הֵיכָלָא"... OK (היכלא)
[21.3%] #6381: "Jastrow, הֵיכְמָא"... OK (היכמא)
[21.3%] #6382: "Jastrow, הֵיכָן"... OK (היכן)
[21.3%] #6383: "Jastrow, הֵיכְנָא"... OK (היכנא)
[21.3%] #6384: "Jastrow, הֶיכֵּר"... OK (היכר)
[21.3%] #6385: "Jastrow, הֶיכֵּרָא"... OK (היכרא)
[21.3%] #6386: "Jastrow, הִילָא I"... OK (הילא)
[21.3%] #6387: "Jastrow, הִילָא II"... duplicate
[21.3%] #6387: "Jastrow, הילוז"... OK (הילוז)
[21.3%] #6388: "Jastrow, הִילּוּךְ"... OK (הילוך)
[21.3%] #6389: "Jastrow, הִילּוּכָא"... OK (הילוכא)
[21.3%] #6390: "Jastrow, הִילּוּל"... OK (הילול)
[21.3%] #6391: "Jastrow, הִילּוּלָא"... OK (הילולא)
[21.3%] #6392: "Jastrow, הִילוּף"... OK (הילוף)
[21.3%] #6393: "Jastrow, הִילְיוֹנִי"... OK (היליוני)
[21.3%] #6394: "Jastrow, הִילְיַיסְטוֹן"... OK (הילייסטון)
[21.3%] #6395: "Jastrow, הֵילֵין"... OK (הילין)
[21.3%] #6396: "Jastrow, הֵילָךְ"... OK (הילך)
[21.3%] #6397: "Jastrow, הֵילֵךְ"... duplicate
[21.3%] #6397: "Jastrow, הִילְכָא"... OK (הילכא)
[21.3%] #6398: "Jastrow, הִילְכָךְ"... OK (הילכך)
[21.3%] #6399: "Jastrow, הִילְכָן"... OK (הילכן)
[21.3%] #6400: "Jastrow, הִילֵּל"... OK (הילל)
[21.3%] #6401: "Jastrow, הִילְמִי"... OK (הילמי)
[21.3%] #6402: "Jastrow, הילמי"... duplicate
[21.3%] #6402: "Jastrow, הִילְנִי I"... OK (הילני)
[21.3%] #6403: "Jastrow, הִילְנִי II"... duplicate
[21.3%] #6403: "Jastrow, הֶילְקֵט"... OK (הילקט)
[21.3%] #6404: "Jastrow, הִילְקֵט"... duplicate
[21.3%] #6404: "Jastrow, הִילְקְטִי"... OK (הילקטי)
[21.3%] #6405: "Jastrow, הֵימ־"... OK (הימ)
[21.3%] #6406: "Jastrow, הֵימַג"... OK (הימג)
[21.4%] #6407: "Jastrow, הִימוּ"... OK (הימו)
[21.4%] #6408: "Jastrow, הִימּוּם"... OK (הימום)
[21.4%] #6409: "Jastrow, הימונא"... OK (הימונא)
[21.4%] #6410: "Jastrow, הימוניא"... OK (הימוניא)
[21.4%] #6411: "Jastrow, הימוס"... OK (הימוס)
[21.4%] #6412: "Jastrow, הימוסיון"... OK (הימוסיון)
[21.4%] #6413: "Jastrow, הִימוּצְיָאתָא"... OK (הימוציאתא)
[21.4%] #6414: "Jastrow, הֵימִין"... OK (הימין)
[21.4%] #6415: "Jastrow, *הֵימִיסוּ"... OK (הימיסו)
[21.4%] #6416: "Jastrow, הִימְיָנָא"... OK (הימינא)
[21.4%] #6417: "Jastrow, הימיסיון"... OK (הימיסיון)
[21.4%] #6418: "Jastrow, *הִימְלְטָא"... OK (הימלטא)
[21.4%] #6419: "Jastrow, הִימַלְתָּא"... OK (הימלתא)
[21.4%] #6420: "Jastrow, הֵימַן"... OK (הימן)
[21.4%] #6421: "Jastrow, הֵימָנוּ"... OK (הימנו)
[21.4%] #6422: "Jastrow, הֵימֶנּוּ"... duplicate
[21.4%] #6422: "Jastrow, הִימְנוֹן"... OK (הימנון)
[21.4%] #6423: "Jastrow, הֵימָנוּתָא"... OK (הימנותא)
[21.4%] #6424: "Jastrow, הימני׳"... OK (הימני)
[21.4%] #6425: "Jastrow, הִימַנְיָא"... OK (הימניא)
[21.4%] #6426: "Jastrow, הִימְנֵיק"... OK (הימניק)
[21.4%] #6427: "Jastrow, *הֵימָנִית"... OK (הימנית)
[21.4%] #6428: "Jastrow, הִימְנָק"... OK (הימנק)
[21.4%] #6429: "Jastrow, הימסיון"... OK (הימסיון)
[21.4%] #6430: "Jastrow, הִימְצָא"... OK (הימצא)
[21.4%] #6431: "Jastrow, הימצותא"... OK (הימצותא)
[21.4%] #6432: "Jastrow, הֵין"... OK (הין)
[21.4%] #6433: "Jastrow, *הִין I"... duplicate
[21.4%] #6433: "Jastrow, הִין II"... duplicate
[21.4%] #6433: "Jastrow, הִינָא"... OK (הינא)
[21.4%] #6434: "Jastrow, הֶינָא"... duplicate
[21.4%] #6434: "Jastrow, *הַיָנָא"... duplicate
  [Saved progress: 6433 entries]
[21.4%] #6434: "Jastrow, הֵינַג"... OK (הינג)
[21.4%] #6435: "Jastrow, הִינְגֵּי"... OK (הינגי)
[21.4%] #6436: "Jastrow, הִינְדָּא"... OK (הינדא)
[21.5%] #6437: "Jastrow, הִינְדְּבִי"... OK (הינדבי)
[21.5%] #6438: "Jastrow, הִינְדָּוָא"... OK (הינדוא)
[21.5%] #6439: "Jastrow, הִינְדְּוִוי"... OK (הינדווי)
[21.5%] #6440: "Jastrow, הִינְדְּזָא"... OK (הינדזא)
[21.5%] #6441: "Jastrow, הִינְדְּיָא"... OK (הינדיא)
[21.5%] #6442: "Jastrow, הִינְדִּיקִי"... OK (הינדיקי)
[21.5%] #6443: "Jastrow, הִינוּ"... OK (הינו)
[21.5%] #6444: "Jastrow, הֵינוּ"... duplicate
[21.5%] #6444: "Jastrow, הֵינוּחַ"... OK (הינוח)
[21.5%] #6445: "Jastrow, הֵינוּמָא"... OK (הינומא)
[21.5%] #6446: "Jastrow, הִינוּן"... OK (הינון)
[21.5%] #6447: "Jastrow, הינטין"... OK (הינטין)
[21.5%] #6448: "Jastrow, הִינִי"... OK (היני)
[21.5%] #6449: "Jastrow, הִינְיָיקִי"... OK (הינייקי)
[21.5%] #6450: "Jastrow, הִינָּם I"... OK (הינם)
[21.5%] #6451: "Jastrow, הִינָּם II"... duplicate
[21.5%] #6451: "Jastrow, הִינְצִין"... OK (הינצין)
[21.5%] #6452: "Jastrow, הִינָק"... OK (הינק)
[21.5%] #6453: "Jastrow, הֵיסֵב"... OK (היסב)
[21.5%] #6454: "Jastrow, הֶיסֵּב"... duplicate
[21.5%] #6454: "Jastrow, הֶיסֵּחַ"... OK (היסח)
[21.5%] #6455: "Jastrow, הֶיסֵּט"... OK (היסט)
[21.5%] #6456: "Jastrow, הֶיסֵּטָא"... OK (היסטא)
[21.5%] #6457: "Jastrow, הֶיסֵּיטוֹת"... OK (היסיטות)
[21.5%] #6458: "Jastrow, הֶיסֵּק"... OK (היסק)
[21.5%] #6459: "Jastrow, הֶיסֵּת"... OK (היסת)
[21.5%] #6460: "Jastrow, הִיפָּטִיקוֹס"... OK (היפטיקוס)
[21.5%] #6461: "Jastrow, הֵיפֶךְ"... OK (היפך)
[21.5%] #6462: "Jastrow, הֵיפֵר"... OK (היפר)
[21.5%] #6463: "Jastrow, היפרכון"... OK (היפרכון)
[21.5%] #6464: "Jastrow, הִיפַּרְכְיָא"... OK (היפרכיא)
[21.5%] #6465: "Jastrow, הֵיקִים"... OK (היקים)
[21.6%] #6466: "Jastrow, הֶיקֵּיף"... OK (היקיף)
[21.6%] #6467: "Jastrow, הֵיקֵם"... OK (היקם)
[21.6%] #6468: "Jastrow, הֶיקֵּף"... OK (היקף)
[21.6%] #6469: "Jastrow, הֶיקֵּפָא"... OK (היקפא)
[21.6%] #6470: "Jastrow, הֶיקֵּשׁ"... OK (היקש)
[21.6%] #6471: "Jastrow, הֶיקֵּשָׁא"... OK (היקשא)
[21.6%] #6472: "Jastrow, הִירְדּוּף"... OK (הירדוף)
[21.6%] #6473: "Jastrow, הירדופני"... OK (הירדופני)
[21.6%] #6474: "Jastrow, הִירְהוּן"... OK (הירהון)
[21.6%] #6475: "Jastrow, הִירְהוּר"... OK (הירהור)
[21.6%] #6476: "Jastrow, הֵישָׁבוֹן"... OK (הישבון)
[21.6%] #6477: "Jastrow, הֶיתֵּיר"... OK (היתיר)
[21.6%] #6478: "Jastrow, הִיתְלוּ"... OK (היתלו)
[21.6%] #6479: "Jastrow, הֶיתֵּר"... OK (היתר)
[21.6%] #6480: "Jastrow, הֶיתֵּרָא"... OK (היתרא)
[21.6%] #6481: "Jastrow, הַךְ"... OK (הך)
[21.6%] #6482: "Jastrow, הָךְ"... duplicate
[21.6%] #6482: "Jastrow, הָכָא"... OK (הכא)
[21.6%] #6483: "Jastrow, הַכָּאָה"... OK (הכאה)
[21.6%] #6484: "Jastrow, הכאכא"... OK (הכאכא)
[21.6%] #6485: "Jastrow, הִכְדֵין"... OK (הכדין)
[21.6%] #6486: "Jastrow, הכחכא"... OK (הכחכא)
[21.6%] #6487: "Jastrow, הֶכְחֵישׁ"... OK (הכחיש)
[21.6%] #6488: "Jastrow, הַכְחָשָׁה"... OK (הכחשה)
[21.6%] #6489: "Jastrow, הָכִי"... OK (הכי)
[21.6%] #6490: "Jastrow, הַכָּיָיה"... OK (הכייה)
[21.6%] #6491: "Jastrow, הָכֵין  I, II"... OK (הכין)
[21.6%] #6492: "Jastrow, *הֲכִינָה"... OK (הכינה)
[21.6%] #6493: "Jastrow, הָכֵינִי"... OK (הכיני)
[21.6%] #6494: "Jastrow, הָכֵיצַד"... OK (הכיצד)
[21.6%] #6495: "Jastrow, הֶכֵּירָא"... OK (הכירא)
[21.6%] #6496: "Jastrow, הַכֹּל"... OK (הכל)
[21.7%] #6497: "Jastrow, הַכְמָנָה"... OK (הכמנה)
[21.7%] #6498: "Jastrow, הָכֵן"... OK (הכן)
[21.7%] #6499: "Jastrow, הָכֵן ²"... duplicate
[21.7%] #6499: "Jastrow, הֲכָנָה"... OK (הכנה)
[21.7%] #6500: "Jastrow, הַכְנָסָה"... OK (הכנסה)
[21.7%] #6501: "Jastrow, הַכֶּר"... OK (הכר)
[21.7%] #6502: "Jastrow, הכרא"... OK (הכרא)
[21.7%] #6503: "Jastrow, הַכָּרָה"... OK (הכרה)
[21.7%] #6504: "Jastrow, הַכְרָזָה"... OK (הכרזה)
[21.7%] #6505: "Jastrow, הֶכְרֵיעַ"... OK (הכריע)
[21.7%] #6506: "Jastrow, הֶכְרַע"... OK (הכרע)
[21.7%] #6507: "Jastrow, הַכְרָעָה"... OK (הכרעה)
[21.7%] #6508: "Jastrow, הֶכְשֵׁיר"... OK (הכשיר)
[21.7%] #6509: "Jastrow, הֶכְשֵׁירָא"... OK (הכשירא)
[21.7%] #6510: "Jastrow, הַכְשָׁרָה"... OK (הכשרה)
[21.7%] #6511: "Jastrow, הֶכְשֵׁרוּת"... OK (הכשרות)
[21.7%] #6512: "Jastrow, הַלּ־"... OK (הל)
[21.7%] #6513: "Jastrow, הל"... duplicate
[21.7%] #6513: "Jastrow, הָלָא"... OK (הלא)
[21.7%] #6514: "Jastrow, הֲלָא"... duplicate
[21.7%] #6514: "Jastrow, הֶלְבּוֹן"... OK (הלבון)
[21.7%] #6515: "Jastrow, הלבשוש"... OK (הלבשוש)
[21.7%] #6516: "Jastrow, הָלָה"... OK (הלה)
[21.7%] #6517: "Jastrow, הַלְהוּלְתָּא"... OK (הלהולתא)
[21.7%] #6518: "Jastrow, הַלְוָאָה"... OK (הלואה)
[21.7%] #6519: "Jastrow, הַלְוַאי"... OK (הלואי)
[21.7%] #6520: "Jastrow, הַלְוָיָה"... OK (הלויה)
[21.7%] #6521: "Jastrow, הִלּוּךְ"... OK (הלוך)
[21.7%] #6522: "Jastrow, הָלוּם"... OK (הלום)
[21.7%] #6523: "Jastrow, הֲלוֹם"... duplicate
[21.7%] #6523: "Jastrow, הַלָּז"... OK (הלז)
[21.7%] #6524: "Jastrow, הֲלָזָה"... OK (הלזה)
[21.7%] #6525: "Jastrow, הַלֵּזוּ"... OK (הלזו)
  [Saved progress: 6525 entries]
[21.8%] #6526: "Jastrow, *הַלְטָאָה"... OK (הלטאה)
[21.8%] #6527: "Jastrow, הַלְטָתָא"... OK (הלטתא)
